call_number,display_template,provenance,binding_description,date,title,location,Publisher,longitude,latitude,subject,local_note,editor,author,note,,,,,,Formats
PT19.C8 v.4,record,,Illustrated blue paper over boards; gilt edges. ,1819,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1819,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; novella.,,"Schreiber, Aloys.",Malsburg; Schreiber; Schenkendorf; Wieland.,,,,,,,
PT19.C8 v.5,record,,Illustrated green paper over boards; gilt edges. ,1820,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1820,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays.,,"Schreiber, Aloys.","Schreiber; Raimund; Arndt, E.M.; Uhland.",,,,,,,
PT19.C8 v.6,record,,Illustrated pink paper over boards; gilt edges. ,1821,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1821,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; novellas.,,"Schreiber, Aloys.","Schenkendorf; Fouque, L.M.; Schreiber.",,,,,,,
PT19.C8 v.7,record,,Black paste paper over boards.,1822,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1822,Heidelberg," Engelmann, Joseph.",,,Poetry.,,"Schreiber, Aloys.",Conz; Schreiber; Geld.,,,,,,,
PT19.C8 v.8,record,Former owner's inscription on slip cover: [illegible].,Illustrated green paper over boards; gilt edges; in green tooled slip case.,1823,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1823,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays ; novellas.,,"Schreiber, Aloys.",Fouque; Gelb; Schenkendorf; Schreiber.,,,,,,,
PT19.C8 v.9,record,,Illustrated with blue detailing and blind-tooled white paper over boards; gilt edges.,1824,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1824,Heidelberg," Engelmann, Joseph.",,,Historical essays ; romances ; novellas.,,"Schreiber, Aloys.","Hohenhausen, Elise von.",,,,,,,
PT19.C8 v.10,record,,Illustrated with blue detailing and blind-tooled white paper over boards; gilt edges.,1825,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1825,Heidelberg," Engelmann, Joseph.",,,Poetry ; essays.,,"Schreiber, Aloys.",Gelb; Hoffman v. Fallersleben; Schreiber.,,,,,,,
PT19.C8 v.11,record,,Illustrated with red detailing and blind-tooled white paper over boards; gilt edges.,1826,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1826,Heidelberg," Engelmann, Joseph.",,,Rheinische Sagen ; poetry ; essays ; romances.,,"Schreiber, Aloys.",Gelb; Schreiber.,,,,,,,
PT19.C8 v.12,record,,Illustrated with red detailing and blind-tooled white paper over boards; gilt edges.,1827,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1827,Heidelberg," Engelmann, Joseph.",,,Poetry ; novella ; essays ; romances.,,"Schreiber, Aloys.",Schreiber; Gelb; Haug; Schenkendorf. ,,,,,,,
PT19.C8 v.13,record,,Illustrated with blue detailing and blind-tooled white paper over boards; gilt edges.,1828,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1828,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays ; rheinische Sagen.,,"Schreiber, Aloys.",Gelb; Spindler; Schreiber.,,,,,,,
PT19.C8 v.14,record,,Illustrated with blue detailing and blind-tooled white paper over boards; gilt edges.,1829,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1829,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; rheinische Sagen.,,"Schreiber, Aloys.",Gelb; Schreiber; Haug.,,,,,,,
PT19.C8 v.15,record,,Cream colored paper over boards; red calf spine label. ,1830,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1830,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays ; rheinische Sagen.,,"Schreiber, Aloys.",Gelb; Haug; Schreiber; Münch.,,,,,,,
PT19.C8 v.16,record,,Embossed white paper over boards (floral motif); gilt edges. ,1831,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1831,Heidelberg," Engelmann, Joseph.",,,Poetry ; stories ; novellas.,,"Schreiber, Aloys.","Lohmann, Fr..",,,,,,,
PT19.C8 v.17,record,,Embossed light green paper over boards; gilt edges; brown cloth spine.,1832,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1832,Heidelberg," Engelmann, Joseph.",,,Poetry ; stories ; novellas. Musical score.,,"Schreiber, Aloys.","Blumenhagen, W.; Gelb; Schreiber, A..",,,,,,,
PT19.C8 v.18,record,,Embossed brown paper over boards; gilt edges.,1833,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1833,Heidelberg," Engelmann, Joseph.",,,Novellas ; essays. ,Lacks frontispiece.,"Schreiber, Aloys.",Döring; Blumenhagen.,,,,,,,
PT19.C8 v.19,record,,Illustrated green paper over boards with red and white detailing; gilt edges; in yellow slip case.,1834,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1834,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays.,,"Schreiber, Aloys.","Schreiber; Döring; Blumenhagen, W.; Gelb.",,,,,,,
PT19.C8 v.20,record,,Illustrated green paper over boards with red and white detailing; gilt edges.,1835,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1835,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays.,,"Schreiber, Aloys.",Schreiber; Blumenhagen.,,,,,,,
PT19.C8 v.21,record,,Illustrated blue paper over boards with green and white detailing; gilt edges.,1836,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1836,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays ; stories ; games.,,"Schreiber, Aloys.","Schreiber; Schonen, von; Blumenhagen.",,,,,,,
PT19.C8 v.22,record,,Illustrated green paper over boards with red and white detailing; gilt edges.,1837,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1837,Heidelberg," Engelmann, Joseph.",,,Poetry ; historical novellas and essays.,,"Schreiber, Aloys.","Schreiber; Schonen, A. von; Gelb; Blumenhagen, W.; Haug.",,,,,,,
PT19.C8 v.23,record,,Illustrated taupe paper over boards with blue and white detailing; gilt edges; tan slip case.,1838,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1838,Heidelberg," Engelmann, Joseph.",,,Poetry ; novellas ; essays.,,"Schreiber, Aloys.","Blumenhagen, W.; Gelb; Schonen, A. von; Haug.",,,,,,,
PT19.C8 v.24,record,,Illustrated green paper over boards with red and white detailing; gilt edges; in green slip case.,1839,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1839,Heidelberg," Engelmann, Joseph.",,,Novellas ; essays ; stories.,,"Schreiber, Aloys.",Schreiber; Janinski; Blumenhagen.,,,,,,,
PT19.C8 v.25,record,,Illustrated green paper over boards with blue and white detailing; gilt edges; in tan slip case.,1840,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1840,Heidelberg," Engelmann, Joseph.",,,Novellas ; essays.,,"Schreiber, Aloys.","Schreiber; Gusek, von; Reinhard, Lina; Schonen, von. ",,,,,,,
PT19.C8 v.26,record,,Illustrated pink and gray paper over boards; gilt edges; tan slip case. ,1841,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1841,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays ; romances.,,"Schreiber, Aloys.","Reinhard, Lina; Laufenberg, Wagner von; Schreiber, A..","Nice edition, maybe a good example of a women's Taschenbuch for exhibit. ",,,,,,
PT19.C8 v.27,record,Former owner's inscription: [illegible].,Tan boards. ,1842,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1842,Darmstadt, Gustav Georg Lange,,,Poetry.,,"Schreiber, Aloys.","Schreiber; Gusek; Tesche, W..",,,,,,,
PT19.C8 v.28,record,,Shimmery purple cloth over boards; gilt edges; cream slip case. ,1843,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1843,Darmstadt, Gustav Georg Lange,,,Novellas ; essays ; stories.,,"Schoppe, Amalia.","Tesche; Reinhard, Lina; Schoppe, Amalia. ",,,,,,,
PT19.C8 v.29,record,,Embossed dark gray boards; gilt edges; green slip case. ,1844,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1844,Darmstadt, Gustav Georg Lange,,,Novellas.,,"Schoppe, Amalia.","Tesche, Walter; Gusek. ",,,,,,,
PT19.C8 v.30,record,,Shimmery white cloth over boards; gilt edges; green slip case. ,1845,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1845,Darmstadt, Gustav Georg Lange,,,Novellas.,,"Tesche, Walter.","Tesche, Walter; Leutner, J. F.; Gusek.",,,,,,,
PT19.C8 v.31,record,,Illustrated white paper over boards with gold and blue detailing; gilt edges; green slip case. ,1846,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1846,Darmstadt, Gustav Georg Lange,,,Novellas ; poetry ; ballads.,,"Tesche, Walter.","Gusek, von; Horn, O.; Tesche, Walter; Noonagel, A..",,,,,,,
PT19.C8 v.32,record,,Illustrated pink paper over boards with gold detailing; gilt edges; green slip case. ,1847,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1847,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays ; stories.,,"Tesche, Walter.","Gusek, Bernd von; Tesche Walter; Horn, W. O. von; Hilarius.",,,,,,,
PT19.C8 v.33,record,,Illustrated white paper over boards with gold and blue detailing; gilt edges; turqoise slip case.,1848,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1848,Darmstadt, Gustav Georg Lange,,,Novellas ; essays.,,"Tesche, Walter.","Dräxler-Manfred; Gusek, von; Tesche, Walter; Grossman, Julie von.",,,,,,,
PT19.C8 v.34,record,,Illustrated white paper with gold and red detailing; gilt edges; gray slip case.,1849,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1849,Darmstadt, Gustav Georg Lange,,,Novellas ; essay.,,"Appel, J.W.",Gusek; Hilarius; Jeanne Marie. ,,,,,,,
PT19.C8 v.35,record,,Illustrated white paper over boards with gold and blue detailing; gilt edges. ,1850,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1850,Darmstadt, Gustav Georg Lange,,,Novellas ; essay.,,"Appel, J.W.","Gusek, von; Appel, J.W.; Hilarius; Ziehen.",,,,,,,
PT19.C8 v.36,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1851,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1851,Darmstadt, Gustav Georg Lange,,,Novellas ; essays.,,"Appel, J.W.","Gusek, B. von; Franke, Ernst; Ziehen.",,,,,,,
PT19.C8 v.37,record,,Illustrated white paper over boards with copper detailing; gilt edges; gray slip case.,1852,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1852,Darmstadt, Gustav Georg Lange,,,Novellas ; story.,,"Appel, J.W.","Gusek, von; Rellstab, L..",,,,,,,
PT19.C8 v.38,record,,Illustrated white paper over boards with copper detailing; gilt edges; decorated white and red end papers.,1853,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1853,Darmstadt, Gustav Georg Lange,,,Novellas ; essay.,,"Appel, J.W.","Gusek, B. von; Rellstab; Hilarius.",,,,,,,
PT19.C8 v.39,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1854,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1854,Darmstadt, Gustav Georg Lange,,,Novellas.,,"Appel, J.W.",Hilarius; Gusek; Rellstab.,,,,,,,
PT19.C8 v.40,record,,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1855,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1855,Darmstadt, Gustav Georg Lange,,,Novellas.,,"Appel, J.W.","Gusek, von; Jeanne Marie; Rellstab, L..",,,,,,,
PT19.C8 v.41,record,,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1856,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1856,Darmstadt, Gustav Georg Lange,,,Novellas ; essay ; poetry.,,"Appel, J.W.","Gusek, von; Rellstab, L.; Hilarius; Dräxler-Manfred.",,,,,,,
PT19.C8 v.42,record,Former owner's inscription: Bh.,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1857,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1857,Darmstadt, Gustav Georg Lange,,,Novellas ; essay.,,"Henninger, Aloys.","Hilarius; Rellstab; Gusek, von; Wallenheim, Ludwike. ",,,,,,,
PT19.C8 v.43,record,,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1858,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1858,Darmstadt, Gustav Georg Lange,,,Novella ; essays ; stories ; poetry.,,"Henninger, Aloys.","Hilarius; Henniger, A.; Schäfer, J.; Ziehen, E.; Rellstab, L.; Dräxler-Manfred.",,,,,,,
PT19.C8 v.44,record,,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1859,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1859,Darmstadt, Gustav Georg Lange,,,Novella ; essays ; stories ; poetry.,,"Henninger, Aloys.","Hilarius; Rellstab, L.; Ludwig, Karl; Ziehen.",,,,,,,
PT19.C8 v.45,record,,Illustrated white paper over boards with gold detailing; gilt edges; tan slip case,1860,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1860,Darmstadt, Gustav Georg Lange,,,Novella ; essays ; poetry.,,"Henninger, Aloys.","Hilarius; Rellstab, L.; Ziehen.",,,,,,,
PT19.C8 v.46,record,,Illustrated white paper over boards with copper detailing; gilt edges; tan slip case,1861,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1861,Darmstadt, Gustav Georg Lange,,,Essays ; stories ; poetry.,,"Henninger, Aloys.","Hilarius; Rellstab, L.; Ziehen.",,,,,,,
PT19.C8 v.47,record,,Illustrated white paper over boards with gold detailing; gilt edges; tan slip case,1862,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1862,Darmstadt, Gustav Georg Lange,,,Novella ; essays ; poetry.,,"Henninger, Aloys.","Ring, Max; Willkomm, Ernst; Hilarius; Henniger, A..",,,,,,,
PT19.C8 v.48,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1863,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1863,Darmstadt, Gustav Georg Lange,,,Novellas ; essays ; story.,,"Hilarius, Frater.","Ziehen, Eduard; Ruppius, Otto; Fentsch.",,,,,,,
PT19.C8 v.49,record,,Illustrated white paper over boards with copper detailing; gilt edges; green slip case.,1864,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1864,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays ; stories.,,"Hilarius, Frater.","Hilarius; Lang, Herman; Fentsch, Eduard; Wohlmuth, L.; Ziehen, Ed..",,,,,,,
PT19.C8 v.50,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1865,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1865,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays ; stories.,,"Hilarius, Frater.","Bodenstedt; Wohlmuth; Hilarius; Asimont, E..",,,,,,,
PT19.C8 v.51,record,Former owner's inscription: [illegible]; [pencil?] makrs on back cover,Illustrated white paper over boards with gold detailing; gilt edges.,1866,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1866,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays ; stories.,,"Hilarius, Frater.",Dempwolff; Fentsch; Hilarius; Wohlmuth; Bodenstedt. ,,,,,,,
PT19.C8 v.52,record,,Illustrated white paper over boards with gold detailing; gilt edges.,1867,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1867,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essays.,,"Hilarius, Frater.","Hilarius; Fentsch; Ludwig, Carl; Bodenstedt, von.; Ölschläger, H..",,,,,,,
PT19.C8 v.53,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1868,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1868,Darmstadt, Gustav Georg Lange,,,Poems ; novellas ; stories.,,"Hilarius, Frater.","Dempwolff; Leuthold, H.; Hilarius; Darcour, Henri.",,,,,,,
PT19.C8 v.54,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1869,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1869,Darmstadt, Gustav Georg Lange,,,Poetry ; essays.,,"Hilarius, Frater.","Hilarius; Trauner; Dempwolff, Ed..",,,,,,,
PT19.C8 v.55,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1870,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1870,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; essay.,,"Hilarius, Frater.","Horn, Otto; Dempwolff; Fentsch, Ed..",,,,,,,
PT19.C8 v.56,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1871,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1871,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas ; story.,,"Hilarius, Frater.","Nemmersdorff, von; Fentsch; Dempwolff.",,,,,,,
PT19.C8 v.57,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1872,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1872,Darmstadt, Gustav Georg Lange,,,Poetry ; novellas.,,"Hilarius, Frater.","Hilarius, Fr.; Zerzö, Julie von; Dempwolff, C.A..",,,,,,,
PT19.C8 v.58,record,,Illustrated white paper over boards with copper detailing; gilt edges.,1873,Cornelia: Taschenbuch für deutsche Frauen auf das Jahr 1873,Darmstadt, Gustav Georg Lange,,,Poetry ; essay ; novellas ; story.,,"Hilarius, Frater.",Fentsch; Ottomeyer; Franz; Dempwolff.,,,,,,,
PT19.C95 v.1,record,,Embossed cyan paper over boards with gold tooling; gilt edges; cyan slip case.,1839,Cyanen: Taschenbuch für 1839,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays.,,,Fahnenberg; Schwab; Tschabuschnigg; Rückert; Seidl.,,,,,,,
PT19.C95 v.2,record,Former owner's inscription: H.0.5907,Embossed blue paper over boards with gold tooling; gilt edges; blue slipcase,1840,Cyanen: Taschenbuch für 1840,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays.,,,"Enk; Bechstein; Vogl; Fahnenberg, A.; Seidl; Castelli.",,,,,,,
PT19.C95 v.3,record,,Embossed white paper over boards with gold tooling; gilt edges; white slipcase,1841,Cyanen: Taschenbuch für 1841,Wien & Leipzig, Friedrich Wilhelm Pfautsch,,,Poetry ; novellas ; essays.,,,"Rose, Ludmilla; Vogl; Seidl; Tschabuschnigg; Bechstein.",,,,,,,
PT19.C95 v.5,record,,Embossed turqoise paper over boards with gold tooling; gilt edges.,1843,Cyanen: Taschenbuch für 1843,Wien & Leipzig, Pfautsch & Compagnie.,,,Poetry ; essays. ,,,Schaden; Vogl; Seidl; Told von Doldenburg; Dräxler-Manfred. ,Prices posted in the back. ,,,,,,
PT19.D19,record,Former owner's inscription: [S?.R.]; heavy annotations in pencil on early pink paper insert.,Gilt tooled green paper over boards.,1855,Damen Album. Kalender für das Jahr 1855,Wien, Jakob Dirnböck,,,Calendar ; birthdays ; market days ; astronomy.,,,"Steinebach, Fr.; Waldenroth.",,,,,,,
PT19.D2 v. 2,record,Former owner's inscription: [Luiden]; former owner's inscription: [col. K. St.].,Light green boards; spine label.,1784,"Damen Journal van einer Damen-Gesellschaft. Erster Jahrgang, II.",N.p., n.p.,,,Poetry ; essays. ,,,,,,,,,,
PT19.D2 v. 3,record,Former owner's inscription: [Hvv. Luiden]; former owner's inscription: [col. K. St.].,Light green boards; spine label.,1784,"Damen Journal van einer Damen-Gesellschaft. Erster Jahrgang, III.",N.p., n.p.,,,Calendar ; poetry ; essays. Musical scores.,,,,,,,,,,
PT19.D2 v. 4,record,Former owner's inscription: [Luiden]; former owner's inscription: [F. R. v Fromm col. K. St.].,Light green boards; spine label.,1784,"Damen Journal van einer Damen-Gesellschaft. Erster Jahrgang, IV.",N.p., n.p.,,,Poetry ; essays ; births and deaths. Musical score.,,,,,,,,,,
PT19.D24,record,Former owner's inscription: Niemens 784,Printed beige boards.,1866,Damen-Kalender für das Jahr 1866,Wien, Wilh. Josef Pfautsch,,,Calendar ; poetry ; birthdays ; astronomical data.,,,,,,,,,,
PT19.D25,record,,Tooled brown paste paper over boards; gilt edges.,1790,Damen Kalender zum Nuzen und Vergnuegen eingerichtet auf das Jahr 1790.,Wien, G. Ph. Wucherer,,,Calendar ; essays (astrological ; literary ; poetical) ; genealogies of monarchs ; fashion. Musical score.,,,,,,,,,,
PT19.D36,record,,Decorated cream paper over boards; partially rebound with light blue cloth on spine.,1838,Der Delphin 1838. Ein Almanach,Altona, J. Fr. Hammerich,,,Games ; humor ; proverbs ; novellas ; essays.,,"Mundt, Theodor.",,,,,,,,
